"id","true","output"
"2725","6:Pregnanc","6:Pregnanc"
"2726","6:Pregnanc","6:Pregnanc"
"2727","9:Risk-Fac","9:Risk-Fac"
"2728","6:Pregnanc","6:Pregnanc"
"2729","8:Receptor","8:Receptor"
"2730","2:Carcinom","2:Carcinom"
"2731","2:Carcinom","2:Carcinom"
"2732","6:Pregnanc","6:Pregnanc"
"2733","8:Receptor","8:Receptor"
"2734","5:Molecula","5:Molecula"
"2735","4:In-Vitro","6:Pregnanc"
"2736","4:In-Vitro","4:In-Vitro"
"2737","1:Antibodi","1:Antibodi"
"2738","6:Pregnanc","6:Pregnanc"
"2739","4:In-Vitro","2:Carcinom"
"2740","2:Carcinom","1:Antibodi"
"2741","7:Prognosi","6:Pregnanc"
"2742","9:Risk-Fac","2:Carcinom"
"2743","10:Tomogra","10:Tomogra"
"2744","6:Pregnanc","6:Pregnanc"
"2745","1:Antibodi","3:DNA"
"2746","6:Pregnanc","6:Pregnanc"
"2747","8:Receptor","8:Receptor"
"2748","9:Risk-Fac","10:Tomogra"
"2749","1:Antibodi","8:Receptor"
"2750","3:DNA","3:DNA"
"2751","6:Pregnanc","9:Risk-Fac"
"2752","2:Carcinom","2:Carcinom"
"2753","10:Tomogra","10:Tomogra"
"2754","10:Tomogra","10:Tomogra"
"2755","5:Molecula","4:In-Vitro"
"2756","5:Molecula","5:Molecula"
"2757","4:In-Vitro","4:In-Vitro"
"2758","1:Antibodi","5:Molecula"
"2759","8:Receptor","8:Receptor"
"2760","7:Prognosi","7:Prognosi"
"2761","9:Risk-Fac","9:Risk-Fac"
"2762","1:Antibodi","2:Carcinom"
"2763","8:Receptor","2:Carcinom"
"2764","10:Tomogra","10:Tomogra"
"2765","6:Pregnanc","6:Pregnanc"
"2766","9:Risk-Fac","9:Risk-Fac"
"2767","7:Prognosi","2:Carcinom"
"2768","9:Risk-Fac","9:Risk-Fac"
"2769","7:Prognosi","7:Prognosi"
"2770","5:Molecula","8:Receptor"
"2771","8:Receptor","3:DNA"
"2772","8:Receptor","8:Receptor"
"2773","3:DNA","5:Molecula"
"2774","1:Antibodi","3:DNA"
"2775","6:Pregnanc","7:Prognosi"
"2776","7:Prognosi","2:Carcinom"
"2777","10:Tomogra","10:Tomogra"
"2778","9:Risk-Fac","9:Risk-Fac"
"2779","1:Antibodi","5:Molecula"
"2780","1:Antibodi","1:Antibodi"
"2781","2:Carcinom","2:Carcinom"
"2782","4:In-Vitro","4:In-Vitro"
"2783","7:Prognosi","10:Tomogra"
"2784","8:Receptor","3:DNA"
"2785","6:Pregnanc","9:Risk-Fac"
"2786","10:Tomogra","10:Tomogra"
"2787","7:Prognosi","7:Prognosi"
"2788","7:Prognosi","7:Prognosi"
"2789","6:Pregnanc","6:Pregnanc"
"2790","5:Molecula","5:Molecula"
"2791","7:Prognosi","7:Prognosi"
"2792","10:Tomogra","10:Tomogra"
"2793","4:In-Vitro","8:Receptor"
"2794","5:Molecula","5:Molecula"
"2795","9:Risk-Fac","9:Risk-Fac"
"2796","7:Prognosi","7:Prognosi"
"2797","9:Risk-Fac","9:Risk-Fac"
"2798","8:Receptor","1:Antibodi"
"2799","4:In-Vitro","6:Pregnanc"
"2800","9:Risk-Fac","9:Risk-Fac"
"2801","7:Prognosi","7:Prognosi"
"2802","9:Risk-Fac","9:Risk-Fac"
"2803","6:Pregnanc","6:Pregnanc"
"2804","7:Prognosi","9:Risk-Fac"
"2805","1:Antibodi","1:Antibodi"
"2806","5:Molecula","5:Molecula"
"2807","10:Tomogra","10:Tomogra"
"2808","6:Pregnanc","1:Antibodi"
"2809","6:Pregnanc","6:Pregnanc"
"2810","6:Pregnanc","6:Pregnanc"
"2811","1:Antibodi","1:Antibodi"
"2812","10:Tomogra","10:Tomogra"
"2813","4:In-Vitro","4:In-Vitro"
"2814","3:DNA","8:Receptor"
"2815","6:Pregnanc","6:Pregnanc"
"2816","9:Risk-Fac","7:Prognosi"
"2817","3:DNA","3:DNA"
"2818","6:Pregnanc","6:Pregnanc"
"2819","9:Risk-Fac","9:Risk-Fac"
"2820","1:Antibodi","3:DNA"
"2821","2:Carcinom","10:Tomogra"
"2822","2:Carcinom","2:Carcinom"
"2823","8:Receptor","4:In-Vitro"
"2824","9:Risk-Fac","9:Risk-Fac"
"2825","6:Pregnanc","6:Pregnanc"
"2826","9:Risk-Fac","2:Carcinom"
"2827","5:Molecula","3:DNA"
"2828","6:Pregnanc","6:Pregnanc"
"2829","7:Prognosi","9:Risk-Fac"
"2830","3:DNA","1:Antibodi"
"2831","3:DNA","4:In-Vitro"
"2832","10:Tomogra","4:In-Vitro"
"2833","10:Tomogra","9:Risk-Fac"
"2834","8:Receptor","8:Receptor"
"2835","2:Carcinom","2:Carcinom"
"2836","7:Prognosi","1:Antibodi"
"2837","7:Prognosi","2:Carcinom"
"2838","7:Prognosi","2:Carcinom"
"2839","7:Prognosi","2:Carcinom"
"2840","1:Antibodi","8:Receptor"
"2841","9:Risk-Fac","10:Tomogra"
"2842","5:Molecula","3:DNA"
"2843","2:Carcinom","2:Carcinom"
"2844","3:DNA","3:DNA"
"2845","6:Pregnanc","9:Risk-Fac"
"2846","4:In-Vitro","4:In-Vitro"
"2847","10:Tomogra","10:Tomogra"
"2848","7:Prognosi","6:Pregnanc"
"2849","2:Carcinom","2:Carcinom"
"2850","10:Tomogra","10:Tomogra"
"2851","2:Carcinom","3:DNA"
"2852","9:Risk-Fac","1:Antibodi"
"2853","6:Pregnanc","6:Pregnanc"
"2854","4:In-Vitro","8:Receptor"
"2855","6:Pregnanc","6:Pregnanc"
"2856","8:Receptor","5:Molecula"
"2857","7:Prognosi","7:Prognosi"
"2858","8:Receptor","8:Receptor"
"2859","10:Tomogra","10:Tomogra"
"2860","7:Prognosi","6:Pregnanc"
"2861","8:Receptor","8:Receptor"
"2862","6:Pregnanc","6:Pregnanc"
"2863","4:In-Vitro","4:In-Vitro"
"2864","6:Pregnanc","6:Pregnanc"
"2865","6:Pregnanc","6:Pregnanc"
"2866","1:Antibodi","8:Receptor"
"2867","1:Antibodi","1:Antibodi"
"2868","1:Antibodi","1:Antibodi"
"2869","5:Molecula","5:Molecula"
"2870","4:In-Vitro","7:Prognosi"
"2871","7:Prognosi","7:Prognosi"
"2872","2:Carcinom","7:Prognosi"
"2873","10:Tomogra","10:Tomogra"
"2874","3:DNA","3:DNA"
"2875","4:In-Vitro","4:In-Vitro"
"2876","10:Tomogra","10:Tomogra"
"2877","6:Pregnanc","10:Tomogra"
"2878","10:Tomogra","9:Risk-Fac"
"2879","3:DNA","8:Receptor"
"2880","7:Prognosi","7:Prognosi"
"2881","8:Receptor","8:Receptor"
"2882","10:Tomogra","8:Receptor"
"2883","2:Carcinom","10:Tomogra"
"2884","6:Pregnanc","6:Pregnanc"
"2885","3:DNA","5:Molecula"
"2886","7:Prognosi","2:Carcinom"
"2887","7:Prognosi","2:Carcinom"
"2888","4:In-Vitro","1:Antibodi"
"2889","7:Prognosi","10:Tomogra"
"2890","5:Molecula","3:DNA"
"2891","3:DNA","8:Receptor"
"2892","7:Prognosi","7:Prognosi"
"2893","2:Carcinom","4:In-Vitro"
"2894","2:Carcinom","2:Carcinom"
"2895","4:In-Vitro","4:In-Vitro"
"2896","10:Tomogra","10:Tomogra"
"2897","9:Risk-Fac","9:Risk-Fac"
"2898","8:Receptor","4:In-Vitro"
"2899","9:Risk-Fac","9:Risk-Fac"
"2900","2:Carcinom","2:Carcinom"
"2901","8:Receptor","10:Tomogra"
"2902","6:Pregnanc","6:Pregnanc"
"2903","4:In-Vitro","4:In-Vitro"
"2904","9:Risk-Fac","9:Risk-Fac"
"2905","4:In-Vitro","1:Antibodi"
"2906","1:Antibodi","1:Antibodi"
"2907","9:Risk-Fac","7:Prognosi"
"2908","9:Risk-Fac","9:Risk-Fac"
"2909","4:In-Vitro","1:Antibodi"
"2910","6:Pregnanc","6:Pregnanc"
"2911","5:Molecula","1:Antibodi"
"2912","1:Antibodi","8:Receptor"
"2913","9:Risk-Fac","7:Prognosi"
"2914","7:Prognosi","10:Tomogra"
"2915","1:Antibodi","8:Receptor"
"2916","4:In-Vitro","4:In-Vitro"
"2917","7:Prognosi","7:Prognosi"
"2918","1:Antibodi","1:Antibodi"
"2919","6:Pregnanc","6:Pregnanc"
"2920","1:Antibodi","7:Prognosi"
"2921","6:Pregnanc","6:Pregnanc"
"2922","2:Carcinom","2:Carcinom"
"2923","6:Pregnanc","6:Pregnanc"
"2924","1:Antibodi","5:Molecula"
"2925","6:Pregnanc","6:Pregnanc"
"2926","1:Antibodi","1:Antibodi"
"2927","6:Pregnanc","6:Pregnanc"
"2928","1:Antibodi","1:Antibodi"
"2929","10:Tomogra","10:Tomogra"
"2930","7:Prognosi","2:Carcinom"
"2931","6:Pregnanc","6:Pregnanc"
"2932","9:Risk-Fac","9:Risk-Fac"
"2933","10:Tomogra","7:Prognosi"
"2934","10:Tomogra","10:Tomogra"
"2935","10:Tomogra","10:Tomogra"
"2936","2:Carcinom","2:Carcinom"
"2937","7:Prognosi","9:Risk-Fac"
"2938","2:Carcinom","4:In-Vitro"
"2939","7:Prognosi","7:Prognosi"
"2940","5:Molecula","5:Molecula"
"2941","10:Tomogra","10:Tomogra"
"2942","8:Receptor","8:Receptor"
"2943","6:Pregnanc","6:Pregnanc"
"2944","3:DNA","4:In-Vitro"
"2945","8:Receptor","8:Receptor"
"2946","6:Pregnanc","7:Prognosi"
"2947","3:DNA","9:Risk-Fac"
"2948","3:DNA","5:Molecula"
"2949","6:Pregnanc","6:Pregnanc"
"2950","9:Risk-Fac","10:Tomogra"
"2951","7:Prognosi","7:Prognosi"
"2952","10:Tomogra","10:Tomogra"
"2953","1:Antibodi","1:Antibodi"
"2954","3:DNA","6:Pregnanc"
"2955","3:DNA","3:DNA"
"2956","8:Receptor","1:Antibodi"
"2957","1:Antibodi","1:Antibodi"
"2958","4:In-Vitro","4:In-Vitro"
"2959","3:DNA","3:DNA"
"2960","1:Antibodi","3:DNA"
"2961","6:Pregnanc","6:Pregnanc"
"2962","1:Antibodi","7:Prognosi"
"2963","9:Risk-Fac","9:Risk-Fac"
"2964","2:Carcinom","2:Carcinom"
"2965","3:DNA","1:Antibodi"
"2966","8:Receptor","1:Antibodi"
"2967","9:Risk-Fac","9:Risk-Fac"
"2968","6:Pregnanc","4:In-Vitro"
"2969","6:Pregnanc","6:Pregnanc"
"2970","8:Receptor","8:Receptor"
"2971","7:Prognosi","7:Prognosi"
"2972","1:Antibodi","1:Antibodi"
"2973","6:Pregnanc","6:Pregnanc"
"2974","10:Tomogra","10:Tomogra"
"2975","3:DNA","1:Antibodi"
"2976","6:Pregnanc","9:Risk-Fac"
"2977","9:Risk-Fac","10:Tomogra"
"2978","6:Pregnanc","6:Pregnanc"
"2979","10:Tomogra","10:Tomogra"
"2980","1:Antibodi","1:Antibodi"
"2981","8:Receptor","4:In-Vitro"
"2982","8:Receptor","8:Receptor"
"2983","1:Antibodi","8:Receptor"
"2984","7:Prognosi","7:Prognosi"
"2985","10:Tomogra","10:Tomogra"
"2986","8:Receptor","8:Receptor"
"2987","3:DNA","5:Molecula"
"2988","1:Antibodi","1:Antibodi"
"2989","1:Antibodi","1:Antibodi"
"2990","9:Risk-Fac","8:Receptor"
"2991","5:Molecula","5:Molecula"
"2992","1:Antibodi","10:Tomogra"
"2993","10:Tomogra","10:Tomogra"
"2994","6:Pregnanc","6:Pregnanc"
"2995","9:Risk-Fac","9:Risk-Fac"
"2996","4:In-Vitro","4:In-Vitro"
"2997","8:Receptor","7:Prognosi"
"2998","10:Tomogra","10:Tomogra"
"2999","1:Antibodi","8:Receptor"
"3000","4:In-Vitro","3:DNA"
"3001","6:Pregnanc","6:Pregnanc"
"3002","9:Risk-Fac","9:Risk-Fac"
"3003","9:Risk-Fac","9:Risk-Fac"
"3004","7:Prognosi","2:Carcinom"
"3005","6:Pregnanc","6:Pregnanc"
"3006","2:Carcinom","7:Prognosi"
"3007","1:Antibodi","8:Receptor"
"3008","1:Antibodi","4:In-Vitro"
"3009","9:Risk-Fac","6:Pregnanc"
"3010","7:Prognosi","7:Prognosi"
"3011","3:DNA","1:Antibodi"
"3012","8:Receptor","8:Receptor"
"3013","9:Risk-Fac","7:Prognosi"
"3014","8:Receptor","8:Receptor"
"3015","9:Risk-Fac","9:Risk-Fac"
"3016","4:In-Vitro","8:Receptor"
"3017","6:Pregnanc","6:Pregnanc"
"3018","5:Molecula","4:In-Vitro"
"3019","4:In-Vitro","4:In-Vitro"
"3020","9:Risk-Fac","6:Pregnanc"
"3021","9:Risk-Fac","2:Carcinom"
"3022","8:Receptor","5:Molecula"
"3023","4:In-Vitro","4:In-Vitro"
"3024","9:Risk-Fac","7:Prognosi"
"3025","7:Prognosi","9:Risk-Fac"
"3026","7:Prognosi","9:Risk-Fac"
"3027","6:Pregnanc","7:Prognosi"
"3028","1:Antibodi","1:Antibodi"
"3029","6:Pregnanc","9:Risk-Fac"
"3030","5:Molecula","3:DNA"
"3031","10:Tomogra","10:Tomogra"
"3032","2:Carcinom","7:Prognosi"
"3033","4:In-Vitro","4:In-Vitro"
"3034","2:Carcinom","10:Tomogra"
"3035","10:Tomogra","7:Prognosi"
"3036","2:Carcinom","10:Tomogra"
"3037","1:Antibodi","1:Antibodi"
"3038","2:Carcinom","10:Tomogra"
"3039","2:Carcinom","2:Carcinom"
"3040","9:Risk-Fac","9:Risk-Fac"
"3041","8:Receptor","8:Receptor"
"3042","4:In-Vitro","4:In-Vitro"
"3043","8:Receptor","8:Receptor"
"3044","8:Receptor","1:Antibodi"
"3045","6:Pregnanc","6:Pregnanc"
"3046","6:Pregnanc","8:Receptor"
"3047","2:Carcinom","2:Carcinom"
"3048","8:Receptor","1:Antibodi"
"3049","6:Pregnanc","6:Pregnanc"
"3050","1:Antibodi","1:Antibodi"
"3051","4:In-Vitro","5:Molecula"
"3052","5:Molecula","5:Molecula"
"3053","5:Molecula","3:DNA"
"3054","9:Risk-Fac","9:Risk-Fac"
"3055","9:Risk-Fac","9:Risk-Fac"
"3056","5:Molecula","5:Molecula"
"3057","5:Molecula","5:Molecula"
"3058","8:Receptor","8:Receptor"
"3059","3:DNA","3:DNA"
"3060","6:Pregnanc","9:Risk-Fac"
"3061","9:Risk-Fac","9:Risk-Fac"
"3062","4:In-Vitro","4:In-Vitro"
"3063","6:Pregnanc","6:Pregnanc"
"3064","7:Prognosi","9:Risk-Fac"
"3065","10:Tomogra","7:Prognosi"
"3066","8:Receptor","1:Antibodi"
"3067","2:Carcinom","2:Carcinom"
"3068","8:Receptor","8:Receptor"
"3069","9:Risk-Fac","9:Risk-Fac"
"3070","9:Risk-Fac","10:Tomogra"
"3071","2:Carcinom","9:Risk-Fac"
"3072","10:Tomogra","10:Tomogra"
"3073","3:DNA","1:Antibodi"
"3074","4:In-Vitro","8:Receptor"
"3075","5:Molecula","5:Molecula"
"3076","9:Risk-Fac","9:Risk-Fac"
"3077","5:Molecula","8:Receptor"
"3078","3:DNA","5:Molecula"
"3079","6:Pregnanc","6:Pregnanc"
"3080","5:Molecula","5:Molecula"
"3081","6:Pregnanc","9:Risk-Fac"
"3082","3:DNA","8:Receptor"
"3083","6:Pregnanc","6:Pregnanc"
"3084","6:Pregnanc","6:Pregnanc"
"3085","8:Receptor","8:Receptor"
"3086","9:Risk-Fac","9:Risk-Fac"
"3087","10:Tomogra","10:Tomogra"
"3088","10:Tomogra","10:Tomogra"
"3089","2:Carcinom","7:Prognosi"
"3090","9:Risk-Fac","9:Risk-Fac"
"3091","6:Pregnanc","6:Pregnanc"
"3092","3:DNA","2:Carcinom"
"3093","8:Receptor","8:Receptor"
"3094","8:Receptor","8:Receptor"
"3095","10:Tomogra","10:Tomogra"
"3096","1:Antibodi","1:Antibodi"
"3097","8:Receptor","8:Receptor"
"3098","8:Receptor","8:Receptor"
"3099","1:Antibodi","1:Antibodi"
"3100","9:Risk-Fac","9:Risk-Fac"
"3101","6:Pregnanc","6:Pregnanc"
"3102","10:Tomogra","10:Tomogra"
"3103","9:Risk-Fac","9:Risk-Fac"
"3104","5:Molecula","8:Receptor"
"3105","6:Pregnanc","6:Pregnanc"
"3106","7:Prognosi","7:Prognosi"
"3107","6:Pregnanc","4:In-Vitro"
"3108","1:Antibodi","6:Pregnanc"
"3109","8:Receptor","1:Antibodi"
"3110","6:Pregnanc","6:Pregnanc"
"3111","6:Pregnanc","4:In-Vitro"
"3112","3:DNA","3:DNA"
"3113","2:Carcinom","7:Prognosi"
"3114","10:Tomogra","10:Tomogra"
"3115","6:Pregnanc","4:In-Vitro"
"3116","10:Tomogra","10:Tomogra"
"3117","10:Tomogra","10:Tomogra"
"3118","6:Pregnanc","6:Pregnanc"
"3119","7:Prognosi","7:Prognosi"
"3120","4:In-Vitro","4:In-Vitro"
"3121","9:Risk-Fac","7:Prognosi"
"3122","1:Antibodi","1:Antibodi"
"3123","9:Risk-Fac","10:Tomogra"
"3124","7:Prognosi","7:Prognosi"
"3125","9:Risk-Fac","9:Risk-Fac"
"3126","8:Receptor","4:In-Vitro"
"3127","9:Risk-Fac","9:Risk-Fac"
"3128","3:DNA","1:Antibodi"
"3129","8:Receptor","1:Antibodi"
"3130","8:Receptor","6:Pregnanc"
"3131","6:Pregnanc","6:Pregnanc"
"3132","8:Receptor","8:Receptor"
"3133","4:In-Vitro","4:In-Vitro"
"3134","7:Prognosi","7:Prognosi"
"3135","6:Pregnanc","6:Pregnanc"
"3136","9:Risk-Fac","10:Tomogra"
"3137","2:Carcinom","2:Carcinom"
"3138","7:Prognosi","7:Prognosi"
"3139","6:Pregnanc","6:Pregnanc"
"3140","10:Tomogra","10:Tomogra"
"3141","4:In-Vitro","4:In-Vitro"
"3142","2:Carcinom","2:Carcinom"
"3143","4:In-Vitro","4:In-Vitro"
"3144","2:Carcinom","2:Carcinom"
"3145","4:In-Vitro","4:In-Vitro"
"3146","1:Antibodi","4:In-Vitro"
"3147","10:Tomogra","10:Tomogra"
"3148","1:Antibodi","1:Antibodi"
"3149","7:Prognosi","6:Pregnanc"
"3150","4:In-Vitro","4:In-Vitro"
"3151","1:Antibodi","1:Antibodi"
"3152","10:Tomogra","10:Tomogra"
"3153","3:DNA","5:Molecula"
"3154","1:Antibodi","1:Antibodi"
"3155","4:In-Vitro","8:Receptor"
"3156","4:In-Vitro","4:In-Vitro"
"3157","7:Prognosi","9:Risk-Fac"
"3158","7:Prognosi","7:Prognosi"
"3159","6:Pregnanc","6:Pregnanc"
"3160","6:Pregnanc","10:Tomogra"
"3161","2:Carcinom","7:Prognosi"
"3162","7:Prognosi","9:Risk-Fac"
"3163","9:Risk-Fac","9:Risk-Fac"
"3164","7:Prognosi","7:Prognosi"
"3165","6:Pregnanc","6:Pregnanc"
"3166","9:Risk-Fac","7:Prognosi"
"3167","8:Receptor","8:Receptor"
"3168","7:Prognosi","7:Prognosi"
"3169","3:DNA","5:Molecula"
"3170","2:Carcinom","2:Carcinom"
"3171","6:Pregnanc","1:Antibodi"
"3172","4:In-Vitro","10:Tomogra"
"3173","9:Risk-Fac","5:Molecula"
"3174","9:Risk-Fac","7:Prognosi"
"3175","10:Tomogra","10:Tomogra"
"3176","10:Tomogra","2:Carcinom"
"3177","10:Tomogra","4:In-Vitro"
"3178","7:Prognosi","7:Prognosi"
"3179","1:Antibodi","1:Antibodi"
"3180","10:Tomogra","10:Tomogra"
"3181","4:In-Vitro","4:In-Vitro"
"3182","5:Molecula","4:In-Vitro"
"3183","6:Pregnanc","6:Pregnanc"
"3184","2:Carcinom","10:Tomogra"
"3185","10:Tomogra","10:Tomogra"
"3186","6:Pregnanc","6:Pregnanc"
"3187","10:Tomogra","2:Carcinom"
"3188","9:Risk-Fac","9:Risk-Fac"
"3189","9:Risk-Fac","9:Risk-Fac"
"3190","6:Pregnanc","6:Pregnanc"
"3191","4:In-Vitro","3:DNA"
"3192","1:Antibodi","1:Antibodi"
"3193","4:In-Vitro","4:In-Vitro"
"3194","4:In-Vitro","4:In-Vitro"
"3195","5:Molecula","1:Antibodi"
"3196","3:DNA","3:DNA"
"3197","10:Tomogra","10:Tomogra"
"3198","5:Molecula","5:Molecula"
"3199","2:Carcinom","10:Tomogra"
"3200","6:Pregnanc","10:Tomogra"
"3201","7:Prognosi","7:Prognosi"
"3202","10:Tomogra","10:Tomogra"
"3203","2:Carcinom","1:Antibodi"
"3204","4:In-Vitro","4:In-Vitro"
"3205","9:Risk-Fac","9:Risk-Fac"
"3206","6:Pregnanc","4:In-Vitro"
"3207","6:Pregnanc","10:Tomogra"
"3208","9:Risk-Fac","9:Risk-Fac"
"3209","9:Risk-Fac","9:Risk-Fac"
"3210","6:Pregnanc","2:Carcinom"
"3211","5:Molecula","5:Molecula"
"3212","10:Tomogra","7:Prognosi"
"3213","2:Carcinom","7:Prognosi"
"3214","10:Tomogra","10:Tomogra"
"3215","1:Antibodi","1:Antibodi"
"3216","6:Pregnanc","6:Pregnanc"
"3217","9:Risk-Fac","7:Prognosi"
"3218","5:Molecula","5:Molecula"
"3219","6:Pregnanc","6:Pregnanc"
"3220","1:Antibodi","1:Antibodi"
"3221","6:Pregnanc","8:Receptor"
"3222","10:Tomogra","10:Tomogra"
"3223","9:Risk-Fac","9:Risk-Fac"
"3224","9:Risk-Fac","7:Prognosi"
"3225","1:Antibodi","1:Antibodi"
"3226","8:Receptor","8:Receptor"
"3227","10:Tomogra","10:Tomogra"
"3228","3:DNA","4:In-Vitro"
"3229","10:Tomogra","10:Tomogra"
"3230","5:Molecula","5:Molecula"
"3231","9:Risk-Fac","6:Pregnanc"
"3232","2:Carcinom","10:Tomogra"
"3233","9:Risk-Fac","9:Risk-Fac"
"3234","6:Pregnanc","6:Pregnanc"
"3235","6:Pregnanc","6:Pregnanc"
"3236","1:Antibodi","9:Risk-Fac"
"3237","6:Pregnanc","6:Pregnanc"
"3238","6:Pregnanc","6:Pregnanc"
"3239","10:Tomogra","10:Tomogra"
"3240","10:Tomogra","10:Tomogra"
"3241","5:Molecula","5:Molecula"
"3242","10:Tomogra","4:In-Vitro"
"3243","6:Pregnanc","9:Risk-Fac"
"3244","9:Risk-Fac","7:Prognosi"
"3245","3:DNA","3:DNA"
"3246","9:Risk-Fac","9:Risk-Fac"
"3247","8:Receptor","5:Molecula"
"3248","8:Receptor","4:In-Vitro"
"3249","5:Molecula","3:DNA"
"3250","9:Risk-Fac","1:Antibodi"
"3251","9:Risk-Fac","9:Risk-Fac"
"3252","8:Receptor","4:In-Vitro"
"3253","9:Risk-Fac","9:Risk-Fac"
"3254","2:Carcinom","4:In-Vitro"
"3255","9:Risk-Fac","7:Prognosi"
"3256","5:Molecula","5:Molecula"
"3257","5:Molecula","5:Molecula"
"3258","8:Receptor","8:Receptor"
"3259","2:Carcinom","2:Carcinom"
"3260","6:Pregnanc","6:Pregnanc"
"3261","10:Tomogra","10:Tomogra"
"3262","9:Risk-Fac","9:Risk-Fac"
"3263","1:Antibodi","8:Receptor"
"3264","9:Risk-Fac","9:Risk-Fac"
"3265","4:In-Vitro","4:In-Vitro"
"3266","6:Pregnanc","9:Risk-Fac"
"3267","10:Tomogra","9:Risk-Fac"
"3268","6:Pregnanc","6:Pregnanc"
"3269","3:DNA","3:DNA"
"3270","10:Tomogra","10:Tomogra"
"3271","10:Tomogra","10:Tomogra"
"3272","9:Risk-Fac","9:Risk-Fac"
"3273","6:Pregnanc","6:Pregnanc"
"3274","5:Molecula","5:Molecula"
"3275","6:Pregnanc","6:Pregnanc"
"3276","5:Molecula","5:Molecula"
"3277","6:Pregnanc","6:Pregnanc"
"3278","9:Risk-Fac","1:Antibodi"
"3279","10:Tomogra","10:Tomogra"
"3280","10:Tomogra","10:Tomogra"
"3281","4:In-Vitro","4:In-Vitro"
"3282","10:Tomogra","10:Tomogra"
"3283","6:Pregnanc","6:Pregnanc"
"3284","6:Pregnanc","6:Pregnanc"
"3285","10:Tomogra","10:Tomogra"
"3286","7:Prognosi","7:Prognosi"
"3287","3:DNA","3:DNA"
"3288","2:Carcinom","2:Carcinom"
"3289","6:Pregnanc","6:Pregnanc"
"3290","3:DNA","5:Molecula"
"3291","1:Antibodi","1:Antibodi"
"3292","8:Receptor","4:In-Vitro"
"3293","5:Molecula","8:Receptor"
"3294","3:DNA","1:Antibodi"
"3295","10:Tomogra","10:Tomogra"
"3296","8:Receptor","4:In-Vitro"
"3297","9:Risk-Fac","9:Risk-Fac"
"3298","4:In-Vitro","8:Receptor"
"3299","5:Molecula","5:Molecula"
"3300","7:Prognosi","9:Risk-Fac"
"3301","8:Receptor","8:Receptor"
"3302","5:Molecula","5:Molecula"
"3303","7:Prognosi","1:Antibodi"
"3304","9:Risk-Fac","9:Risk-Fac"
"3305","8:Receptor","8:Receptor"
"3306","10:Tomogra","10:Tomogra"
"3307","6:Pregnanc","6:Pregnanc"
"3308","9:Risk-Fac","7:Prognosi"
"3309","8:Receptor","8:Receptor"
"3310","1:Antibodi","5:Molecula"
"3311","9:Risk-Fac","9:Risk-Fac"
"3312","8:Receptor","8:Receptor"
"3313","3:DNA","4:In-Vitro"
"3314","6:Pregnanc","6:Pregnanc"
"3315","6:Pregnanc","6:Pregnanc"
"3316","2:Carcinom","2:Carcinom"
"3317","1:Antibodi","1:Antibodi"
"3318","9:Risk-Fac","9:Risk-Fac"
"3319","8:Receptor","8:Receptor"
"3320","4:In-Vitro","3:DNA"
"3321","9:Risk-Fac","9:Risk-Fac"
"3322","9:Risk-Fac","9:Risk-Fac"
"3323","9:Risk-Fac","9:Risk-Fac"
"3324","3:DNA","8:Receptor"
"3325","5:Molecula","3:DNA"
"3326","10:Tomogra","7:Prognosi"
"3327","10:Tomogra","9:Risk-Fac"
"3328","8:Receptor","8:Receptor"
"3329","9:Risk-Fac","7:Prognosi"
"3330","2:Carcinom","2:Carcinom"
"3331","4:In-Vitro","4:In-Vitro"
"3332","6:Pregnanc","6:Pregnanc"
"3333","6:Pregnanc","6:Pregnanc"
"3334","5:Molecula","5:Molecula"
"3335","3:DNA","5:Molecula"
"3336","4:In-Vitro","6:Pregnanc"
"3337","10:Tomogra","10:Tomogra"
"3338","7:Prognosi","8:Receptor"
"3339","8:Receptor","8:Receptor"
"3340","4:In-Vitro","4:In-Vitro"
"3341","5:Molecula","5:Molecula"
"3342","5:Molecula","5:Molecula"
"3343","10:Tomogra","10:Tomogra"
"3344","8:Receptor","4:In-Vitro"
"3345","3:DNA","6:Pregnanc"
"3346","7:Prognosi","6:Pregnanc"
"3347","10:Tomogra","10:Tomogra"
"3348","9:Risk-Fac","9:Risk-Fac"
"3349","10:Tomogra","10:Tomogra"
"3350","10:Tomogra","10:Tomogra"
"3351","6:Pregnanc","6:Pregnanc"
"3352","2:Carcinom","9:Risk-Fac"
"3353","6:Pregnanc","6:Pregnanc"
"3354","5:Molecula","5:Molecula"
"3355","10:Tomogra","3:DNA"
"3356","1:Antibodi","5:Molecula"
"3357","10:Tomogra","9:Risk-Fac"
"3358","9:Risk-Fac","9:Risk-Fac"
"3359","10:Tomogra","10:Tomogra"
"3360","8:Receptor","8:Receptor"
"3361","2:Carcinom","1:Antibodi"
"3362","10:Tomogra","10:Tomogra"
"3363","3:DNA","8:Receptor"
"3364","7:Prognosi","7:Prognosi"
"3365","5:Molecula","5:Molecula"
"3366","2:Carcinom","2:Carcinom"
"3367","7:Prognosi","7:Prognosi"
"3368","10:Tomogra","9:Risk-Fac"
"3369","1:Antibodi","1:Antibodi"
"3370","7:Prognosi","9:Risk-Fac"
"3371","7:Prognosi","6:Pregnanc"
"3372","4:In-Vitro","4:In-Vitro"
"3373","6:Pregnanc","6:Pregnanc"
"3374","10:Tomogra","10:Tomogra"
"3375","4:In-Vitro","4:In-Vitro"
